tick,sensory_map_0,sensory_map_1,sensory_map_2,sensory_map_3,sensory_map_4,sensory_map_5,sensory_map_6,sensory_map_7,sensory_map_8,sensory_map_9,sensory_map_10,sensory_map_11,sensory_map_12,sensory_map_13,sensory_map_14,sensory_map_15,sensory_map_16,sensory_map_17,sensory_map_18,sensory_map_19,sensory_map_20,sensory_map_21,sensory_map_22,sensory_map_23,sensory_map_24,sensory_map_25,sensory_map_26,sensory_map_27,sensory_map_28,sensory_map_29,channel
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,objects
1,-1.2336136375756564e-15,-6.198055706092804e-14,-3.854570328789617e-12,-2.4700533954045643e-10,-1.3672005836229537e-08,-5.569404172029277e-07,-1.4489007649198208e-05,-0.00021154426825861997,-0.0015050748542400421,-0.003755262127279272,0.007040549609302415,0.051644460553798135,0.08462566839899473,0.04890022232919311,0.006264910627689838,-0.002791579959085966,-0.0009642091531690992,-0.00011584206544416576,-6.91890706544032e-06,-2.3877609783083297e-07,-5.430674497539993e-09,-9.39548982149101e-11,-1.454544823443964e-12,-2.407995976805504e-14,-5.107265632160177e-16,-1.5950537153517608e-17,-6.368442473381348e-19,-1.6484110929805173e-20,-1.5245332032970264e-18,-3.575504291828337e-17,objects
2,-8.892148137340108e-17,-3.3247936199756466e-15,-1.7721792089362983e-13,-1.126458764060622e-11,-7.099432853067414e-10,-3.726913009698305e-08,-1.3924864964736936e-06,-3.2238422386805035e-05,-0.0004091700970908297,-0.002526303628941908,-0.00599974836287432,0.004893101253937449,0.04908556777494813,0.07641533360220748,0.03840581170783471,0.00208521116473953,-0.002979430772599794,-0.0007884274917215563,-8.247447414629782e-05,-4.445411689765442e-06,-1.4194340562539325e-07,-3.0584261155742233e-09,-5.141283192332496e-11,-7.952069775341591e-13,-1.3551325598446707e-14,-3.0475145359011363e-16,-1.0321627476884216e-17,-4.693892031046139e-19,-2.1158125153793638e-19,-3.789863740195192e-18,objects
3,-8.772477036709407e-18,-2.2067845970283403e-16,-8.972426947628732e-15,-5.039623914580104e-13,-3.2475292513726216e-11,-1.997239910885256e-09,-9.872207145953384e-08,-3.3613031143877225e-06,-6.890791876503008e-05,-0.0007595167869721183,-0.004109390195418635,-0.009519540945250756,0.00045422658702806153,0.04466240572997093,0.0672836016518709,0.028158085968351634,-0.0014373035409843966,-0.0030559918048590207,-0.00065359392730254,-6.048837287233447e-05,-2.97514072686502e-06,-8.863881251203695e-08,-1.8214509553774381e-09,-2.991245616699653e-11,-4.642384320499895e-13,-8.169681003335734e-15,-1.952799431238674e-16,-7.223860292585992e-18,-4.2850163351009485e-19,-5.879248371360894e-19,objects
4,-1.2904169831388557e-18,-1.9643967535399317e-17,-5.436340152920739e-16,-2.3952531806272586e-14,-1.4062317410534814e-12,-9.111757977440863e-11,-5.428395297212901e-09,-2.5107653789869897e-07,-7.75157760490105e-06,-0.00014027603143041821,-0.0013434558156718533,-0.006418503920297149,-0.014502366965289554,-0.00595669019944946,0.03872470192104794,0.05673973731803706,0.018219026393186465,-0.004280608075511394,-0.003049449673289876,-0.000550427255761344,-4.579668218546745e-05,-2.0765886262409302e-06,-5.8153978512346684e-08,-1.146271888264777e-09,-1.847640884009094e-11,-2.887799919969804e-13,-5.260940800989776e-15,-1.3389373375611913e-16,-5.456975273044196e-18,-4.80515749177838e-19,objects
5,-6.192004339345776e-19,-2.5798402954084557e-18,-4.2964644746145776e-17,-1.3163596152278274e-15,-6.239999130902828e-14,-3.79602480148384e-12,-2.453995278981354e-10,-1.4071956981861969e-08,-6.060934947214089e-07,-1.691443041308277e-05,-0.0002698753510835362,-0.00224808791984459,-0.009510278103573725,-0.02066006969857836,-0.013553148294100521,0.03096759309593224,0.04429778107213478,0.008792366304733002,-0.006494826783430371,-0.0029935314788732594,-0.0004718504976371904,-3.581092886792489e-05,-1.5104150404715321e-06,-4.001159270039774e-08,-7.602712123688537e-10,-1.2076546316730518e-11,-1.9065863343907814e-13,-3.60197683227965e-15,-9.769769727688781e-17,-4.426905997525115e-18,objects
6,-3.829252448279843e-18,-8.561109045505077e-19,-4.903792973101713e-18,-9.163938083433887e-17,-3.097552691635156e-15,-1.5655311347519647e-13,-9.783453565125567e-12,-6.265673055157678e-10,-3.4403901952378627e-08,-1.3755525665530101e-06,-3.466342068399845e-05,-0.0004879364783737066,-0.0035370745405253427,-0.013196910084723009,-0.02702536195463402,-0.021418003710329935,0.020424375951098243,0.029621474320972004,4.198666313079723e-05,-0.008183565442411998,-0.0029161778246825677,-0.0004122698271992617,-2.8903547422103142e-05,-1.1428053350075166e-06,-2.879490093338627e-08,-5.297348976504988e-10,-8.321051997666045e-12,-1.3301358878602779e-13,-2.608544185633492e-15,-7.540142221325575e-17,objects
7,-6.107143957158528e-17,-3.496055582480699e-18,-1.2148535805762648e-18,-8.982351713204716e-18,-1.8925034412256023e-16,-6.997685103587259e-15,-3.734410302842243e-13,-2.3779756031848026e-11,-1.499622224941759e-09,-7.855059232991456e-08,-2.9118009769505564e-06,-6.633909994982945e-05,-0.0008260336045333109,-0.00520959348779169,-0.01693341074071334,-0.03192113198920246,-0.02867258946240869,0.005876665824019566,0.012522413046102677,-0.007995790290822246,-0.009461002726180757,-0.002832631392394999,-0.0003667093083706397,-2.400623937025207e-05,-8.95884865023347e-07,-2.1576563340123782e-08,-3.8579356847835256e-10,-6.0103689438095024e-12,-9.745585506027235e-14,-1.984422981631961e-15,objects
8,-1.5717016061028102e-15,-5.141505333221958e-17,-3.3277387825857855e-18,-1.7275330147424815e-18,-1.5875239179008897e-17,-3.747926895499613e-16,-1.499770096107284e-14,-8.371286014127829e-13,-5.392123969385538e-11,-3.3319375146426677e-09,-1.6611373021854962e-07,-5.712974519899393e-06,-0.00011810827304603865,-0.001307646793985939,-0.007173880120328537,-0.019852356924851017,-0.03318314282970239,-0.03433559231216668,-0.01363303989746507,-0.007210812439730716,-0.015459090823274822,-0.010428228775583241,-0.0027462086728453944,-0.00033070536826157703,-2.0399017440829917e-05,-7.229443861946246e-07,-1.6718101280190783e-08,-2.9154258875010524e-10,-4.516112294416927e-12,-7.4370893370801e-14,objects
9,-5.838328275358172e-14,-1.2796187467939649e-15,-4.443090025528269e-17,-3.2561289890524927e-18,-2.428514132399915e-18,-2.6944545676172095e-17,-7.045434352188553e-16,-3.017360693840307e-14,-1.7462754859178872e-12,-1.1306429885859106e-10,-6.819776736493723e-09,-3.232985861357232e-07,-1.0340593363166714e-05,-0.00019515076185219648,-0.0019369498406483286,-0.009261933222136873,-0.02103144738762998,-0.028694178149499056,-0.036942459659789414,-0.038097239467244595,-0.02982629356859429,-0.022642904485676813,-0.011159720570635082,-0.0026488041920442007,-0.0002998692554877318,-1.7553242691296865e-05,-5.939507262294462e-07,-1.3243404026337551e-08,-2.2596673114308364e-10,-3.4878575125833496e-12,objects
10,-2.7378024751060614e-12,-4.660990577961909e-14,-1.0588865403123171e-15,-3.901598308572024e-17,-3.24278806790563e-18,-3.3500698651165873e-18,-4.368929813318163e-17,-1.2486743817873198e-15,-5.665918755908528e-14,-3.3745854331150823e-12,-2.184663066169828e-10,-1.2824896477010005e-08,-5.780352708979969e-07,-1.725297480825103e-05,-0.00029948034345089725,-0.002693904048903885,-0.011296381109130341,-0.01991786033518401,-0.01719089945736929,-0.034568110835004065,-0.06621348330908669,-0.0556686520222319,-0.030064096616220327,-0.011749637438975499,-0.002535044488230069,-0.0002712554521495528,-1.5145386260433101e-05,-4.915721545890269e-07,-1.0609985531981664e-08,-1.7766661507437471e-10,objects
11,-1.396829965650442e-10,-2.1528806783183978e-12,-3.7309790818898375e-14,-8.792037484618917e-16,-3.447373618967322e-17,-3.260176917778781e-18,-4.503785584597663e-18,-6.733352637316973e-17,-2.0783701127164337e-15,-9.909029950153786e-14,-6.036267848778087e-12,-3.8901910259115117e-10,-2.21719802179267e-08,-9.502201301348553e-07,-2.6562974420032822e-05,-0.0004275247549933122,-0.0035289902583857014,-0.01311979930858343,-0.016560254763363168,0.0010019707752109874,-0.025285155767124243,-0.09466985391859463,-0.08446317653541735,-0.03831136326095754,-0.01231048699262236,-0.0024012436152042104,-0.0002425517465435223,-1.2944751655278328e-05,-4.0433345787009804e-07,-8.476200831398208e-09,objects
12,-6.609380246577963e-09,-1.0742790536413546e-10,-1.6595504107999883e-12,-2.934353635266829e-14,-7.201391765460671e-16,-3.0290553752408084e-17,-3.2785902141226324e-18,-5.870971431514957e-18,-9.858452957341877e-17,-3.2566443520095683e-15,-1.6213142407259212e-13,-1.005239029034226e-11,-6.425257502932095e-10,-3.5472060380268474e-08,-1.4450991936772008e-06,-3.793906359430432e-05,-0.0005701229397529513,-0.004368418777990768,-0.014579452729766346,-0.011478997170873955,0.023502211222883037,-0.009100108211792485,-0.11848083355493737,-0.1139227592377525,-0.04749625374423971,-0.012921553009123036,-0.0022440917504068366,-0.00021185310076569184,-1.0774355244863039e-05,-3.2400898508419346e-07,objects
13,-2.5007881604062674e-07,-4.964780291004075e-09,-7.973026157671544e-11,-1.237998398454646e-12,-2.243599834681824e-14,-5.782328818549892e-16,-2.6423233794746603e-17,-3.2854601114302158e-18,-7.398309818539899e-18,-1.374536863774223e-16,-4.829769907157366e-15,-2.499325893129056e-13,-1.570966700175283e-11,-9.926660965861777e-10,-5.296381372049902e-08,-2.0493174800298375e-06,-5.060581209980983e-05,-0.000713753450217204,-0.005123182162228018,-0.01548977776730248,-0.005119070749743876,0.04732060383757651,0.01154472901477936,-0.1337659418196643,-0.14051860833715454,-0.0571346117315465,-0.013644452392700089,-0.002078782530242954,-0.000180263093569594,-8.662032830878894e-06,objects
14,-6.664006715415213e-06,-1.8341068192100728e-07,-3.5359837901962504e-09,-5.6169803528835514e-11,-8.802824186981082e-13,-1.6481917693895083e-14,-4.519803364882349e-16,-2.2764191340353108e-17,-3.250355170427301e-18,-9.038321725055972e-18,-1.8426572232304836e-16,-6.862343796524812e-15,-3.6786350010343056e-13,-2.3363474188640412e-11,-1.4553591802918462e-09,-7.488191803190032e-08,-2.7477760499892523e-06,-6.381289526751928e-05,-0.0008466950522070995,-0.005718638312022356,-0.015646924825242055,0.002405742734220217,0.06972963225224568,0.03170138474497823,-0.13966741493446955,-0.159484950739082,-0.06530526511972316,-0.014264221301134033,-0.0019044305668682046,-0.00014884373736945557,objects
15,-0.00011920102576648343,-4.903446500712022e-06,-1.2749825386274735e-07,-2.37853441809242e-09,-3.741704474068311e-11,-5.952010152419669e-13,-1.1636183125002886e-14,-3.4450184677403985e-16,-1.93030254593711e-17,-3.1459529699431256e-18,-1.0746584507020727e-17,-2.3948883398827966e-16,-9.42932058905936e-15,-5.219930674748635e-13,-3.339828185381662e-11,-2.04611776262432e-09,-1.0134562155373008e-07,-3.5216518679514887e-06,-7.683075970881735e-05,-0.0009589960357057146,-0.006093624003109488,-0.014847147860543508,0.011305360756293589,0.0895601640613976,0.04743367471501397,-0.1385632385432856,-0.16818818616587627,-0.0698723010040255,-0.014403784892816884,-0.0017098512106510665,objects
16,-0.001461461980364754,-9.111406782819621e-05,-3.4179481575698084e-06,-8.335634497520257e-08,-1.500030832054878e-09,-2.340862298359101e-11,-3.804744374115984e-13,-7.851648038326571e-15,-2.5377609623466757e-16,-1.5837231905972914e-17,-2.943496096686421e-18,-1.2574171868047426e-17,-3.0606937663211695e-16,-1.2713517476862932e-14,-7.246185846601461e-13,-4.657691767952538e-11,-2.800790287812387e-09,-1.3336491533627667e-07,-4.383023328972472e-06,-8.96678446742286e-05,-0.0010499779992147336,-0.00623370095803464,-0.012949159075179816,0.021879639968228386,0.10639136381951497,0.05596644129663024,-0.13435806470405967,-0.16617591315226124,-0.06900777484713672,-0.013585321089067006,objects
17,-0.011702408252957264,-0.0011528955332174157,-6.484027127193105e-05,-2.2200727210489265e-06,-5.0686431200686924e-08,-8.79583008649946e-10,-1.3658359737511566e-11,-2.2833497072464773e-13,-5.016577677809607e-15,-1.780126300078616e-16,-1.2331254672063701e-17,-2.6498302428180884e-18,-1.4637967121518088e-17,-3.8899864582656945e-16,-1.7006182631076776e-14,-9.9485170559792e-13,-6.407003830996555e-11,-3.774661186142348e-09,-1.7261497692520719e-07,-5.360847822104922e-06,-0.00010265305699547645,-0.0011223413743630254,-0.006137854346517561,-0.009838580323453177,0.03433014867276414,0.12022172212481122,0.05684481200090541,-0.12972148240373918,-0.15529232111433813,-0.06267275516826266,objects
18,-0.05232955885673641,-0.009098171394274662,-0.0008200636435307327,-4.186893077504112e-05,-1.3147338497679783e-06,-2.8177636766895344e-08,-4.72910341805215e-10,-7.340602096232574e-12,-1.2702158029213099e-13,-2.990486502011199e-15,-1.1690708105974972e-16,-8.977111824401857e-18,-2.310972863408413e-18,-1.7155182987801662e-17,-4.969830569449538e-16,-2.280736497406317e-14,-1.3652203940249109e-12,-8.785886435549046e-11,-5.061683893362977e-09,-2.2204693619676555e-07,-6.511550262427516e-06,-0.00011648715419052536,-0.001181220415724142,-0.005807404895704305,-0.0054073579401315705,0.0486639058758358,0.13084102386239574,0.05073317492113047,-0.1254163015212249,-0.1380174212172437,objects
19,-0.11667996942958607,-0.04018922361347922,-0.006361412906253813,-0.0005202592458296686,-2.4144962044664646e-05,-6.983311044037812e-07,-1.4113596838452406e-08,-2.302115808343743e-10,-3.592960420840257e-12,-6.479220817865924e-14,-1.6458792551798715e-15,-7.126856816908861e-17,-6.082664860591355e-18,-1.9905140800197884e-18,-2.0433097767244597e-17,-6.43448464074034e-16,-3.091431536868058e-14,-1.8879485517677123e-12,-1.2108740614205414e-10,-6.806874033316124e-09,-2.860052952290676e-07,-7.910628388952933e-06,-0.00013190336329555477,-0.0012290227256080758,-0.005214333266896765,0.0004970977485027104,0.06465312663540758,0.13771407069522115,0.03895872329813742,-0.12058054355903526,objects
20,-0.11396635321337864,-0.09352988749424009,-0.02839197087838677,-0.004004181116013509,-0.00029407872389354946,-1.238793252323028e-05,-3.310078913739839e-07,-6.338893494779014e-09,-1.0107888503599489e-10,-1.5972130590888123e-12,-3.0257150630319305e-14,-8.366186044422395e-16,-4.046194983348819e-17,-3.852648881202899e-18,-1.7505555050611955e-18,-2.5051502285888315e-17,-8.543296937502805e-16,-4.2867960745532435e-14,-2.663681125180349e-12,-1.6978039608802202e-10,-9.287129797064664e-09,-3.7284689365970315e-07,-9.705938722538195e-06,-0.00015028831980261142,-0.0012688353214794959,-0.004308080230245813,0.008052833777859763,0.08180144437357291,0.13998328087828515,0.022984454725692226,objects
21,0.004897164175888953,-0.10423044724480776,-0.0706419363071545,-0.01844445148003743,-0.0022787344352119526,-0.0001490513376286707,-5.69128430394288e-06,-1.408777898207838e-07,-2.5690071514396e-09,-4.0306476420383355e-11,-6.499396911396249e-13,-1.3055748149232126e-14,-3.9716249314063796e-16,-2.1654353409645842e-17,-2.2951043708348524e-18,-1.6313733275746684e-18,-3.1867211022847074e-17,-1.1719495683301328e-15,-6.127302488489413e-14,-3.8633117841693826e-12,-2.439601275267553e-10,-1.2942694529234306e-08,-4.9487145880297e-07,-1.2085789653693512e-05,-0.00017279259727593973,-0.0012935666432586567,-0.002963498615380551,0.01750477455247292,0.09929609536823802,0.1367720993696752,objects
22,0.12745248658509634,-0.012866621930012074,-0.09093250446418842,-0.04996407890862565,-0.011029054158248413,-0.0011811572848719214,-6.853655686138111e-05,-2.3737540373991843e-06,-5.4627330474305505e-08,-9.538119634833751e-10,-1.4828761593034123e-11,-2.4612359978015966e-13,-5.297054318386323e-15,-1.793216009662631e-16,-1.1094075405370403e-17,-1.2845605461935165e-18,-1.6692718976434562e-18,-4.24133161432618e-17,-1.674621841607299e-15,-9.101538473074018e-14,-5.806400668673183e-12,-3.620027893142041e-10,-1.8553670152675478e-08,-6.728927318650226e-07,-1.534825316214408e-05,-0.00020086069662374637,-0.0012872457648848627,-0.000990439823257044,0.029072340482938736,0.1159538847202608,objects
23,0.12961057767506876,0.10693046142460011,-0.03486027682487304,-0.07792395579253353,-0.03325288553954169,-0.006046557629464529,-0.0005559047050116336,-2.8652659772343312e-05,-9.055676485558212e-07,-1.9514311219363033e-08,-3.286689770037708e-10,-5.102562889459452e-12,-8.791544348855928e-14,-2.0479380663387714e-15,-7.812645530285127e-17,-5.529228447377862e-18,-7.133657244498491e-19,-2.349083533311033e-18,-6.976336370595174e-17,-2.938034415616216e-15,-1.659589323895904e-13,-1.068006014689977e-11,-6.527642020719846e-10,-3.1981596981009325e-08,-1.0864326122238425e-06,-2.284852097135475e-05,-0.00026961559821032775,-0.0014203695436838992,0.0014120322430305394,0.04279296197446802,objects
24,0.05883291800386689,0.13710579038285153,0.07792299954387535,-0.05105458727678236,-0.061444176531346636,-0.020287129009647988,-0.0030486026924436017,-0.00024327839019876616,-1.1256977793018105e-05,-3.2699740191057116e-07,-6.63549637518294e-09,-1.084504614384788e-10,-1.6933033112083415e-12,-3.053994372556361e-14,-7.77442683076843e-16,-3.371868451311532e-17,-2.708479783994176e-18,-4.2150995659539423e-19,-3.926656944524588e-18,-1.267529518249869e-16,-5.6703619628464726e-15,-3.3172871264351756e-13,-2.1429547165313988e-11,-1.2760390881603015e-09,-5.9347461967143814e-08,-1.875468150011716e-06,-3.611213847468569e-05,-0.00037920103299351977,-0.001545123960464564,0.005110630683603163,objects
25,0.010855022830537618,0.07611825821992564,0.1364466889574136,0.04748779846179793,-0.05530156989036258,-0.04345971631150082,-0.01136172863630226,-0.001444850921824038,-0.00010199968144685944,-4.275023319483194e-06,-1.1452830107286058e-07,-2.1959209039123404e-09,-3.501910131830735e-11,-5.540840045211285e-13,-1.0556083398921595e-14,-2.963754649329697e-16,-1.4652446093136533e-17,-1.2861806734763997e-18,-3.056270011000781e-19,-6.765544044202666e-18,-2.3299118987895476e-16,-1.1034786820792128e-14,-6.65133022516117e-13,-4.290799681081387e-11,-2.477880564307687e-09,-1.0901834923910992e-07,-3.1967438677197284e-06,-5.6111138897391234e-05,-0.0005153930267510286,-0.0014195654377010798,objects
26,-0.0008279881220986808,0.01896266636384549,0.09277478583902102,0.12732184270171507,0.021383908848848044,-0.04950196003344472,-0.027849912789045608,-0.00595243579477325,-0.0006588701163232053,-4.1742795129275906e-05,-1.5896925047227702e-06,-3.932509524867482e-08,-7.150706011419193e-10,-1.1199619030399247e-11,-1.8111659239819043e-13,-3.679599795428389e-15,-1.148301332193081e-16,-6.426368309953329e-18,-5.604524662922646e-19,-3.3728920587021643e-19,-1.184415399293305e-17,-4.33132548162762e-16,-2.163401138642122e-14,-1.3365148400411587e-12,-8.566497951921899e-11,-4.777062592254014e-09,-1.9816606004047265e-07,-5.3757849531595744e-06,-8.543119348993683e-05,-0.0006688017097068318,objects
27,-0.0008145210123899438,0.0004969819050940914,0.02940173557634243,0.10669117614089113,0.11186835366962766,0.003705267657231244,-0.03845560326617262,-0.016567740878021205,-0.003010432697748791,-0.0002971414816796985,-1.698845486024519e-05,-5.87491897489788e-07,-1.3443702533026616e-08,-2.3309213079133484e-10,-3.6139530072923076e-12,-6.028411506503793e-14,-1.3178258477046803e-15,-4.589946648437734e-17,-2.834009176392614e-18,-1.8532979739082844e-19,-5.34519941813831e-19,-2.0976934728922434e-17,-8.139374877244056e-16,-4.2688387369637525e-14,-2.688772152912225e-12,-1.703910434262958e-10,-9.13743611023129e-09,-3.56202047151037e-07,-8.904618468273141e-06,-0.00012686602771938446,objects
28,-0.00018647473131960094,-0.0009262427125249321,0.002810570815793122,0.04174871930817762,0.11596870258524704,0.09284715512916782,-0.005526936881815592,-0.026797421603236744,-0.009351283711654656,-0.001498534861571723,-0.00013366652318960972,-6.888762855952135e-06,-2.161907242869034e-07,-4.593859443132742e-09,-7.648715924782435e-11,-1.1842233707829196e-12,-2.056314889850722e-14,-4.873640999668223e-16,-1.8906509132479954e-17,-1.2099909045980147e-18,7.631467250811115e-21,-1.0092448898221666e-18,-3.8495399364783955e-17,-1.582509804417185e-15,-8.676416348519015e-14,-5.5430228902529605e-12,-3.4551750406936583e-10,-1.7733541349115427e-08,-6.466819854533277e-07,-1.480538145685426e-05,objects
29,-2.5399806785495313e-05,-0.0002778042925471172,-0.000980236784246626,0.006317062816775245,0.05500340145019294,0.1189096046174115,0.07283171213520018,-0.008538992396564487,-0.017264466245511853,-0.005154891996254943,-0.000750354547200156,-6.0663939581629167e-05,-2.8096797629182795e-06,-8.015738106002905e-08,-1.5913375411387984e-09,-2.5655491593132524e-11,-4.0022754193498146e-13,-7.295130541049978e-15,-1.8837550323289042e-16,-8.041253128015866e-18,-4.591140244507408e-19,8.234230551299064e-20,-2.0977695139726344e-18,-7.582105304145878e-17,-3.2957221349715504e-15,-1.8806984248037476e-13,-1.2121815247104831e-11,-7.389088756617988e-10,-3.607817286020748e-08,-1.222667200870063e-06,objects
30,-2.3974251128183335e-06,-4.470011811696288e-05,-0.0004162896852568313,-0.0009044423217956963,0.01116542908123762,0.06761714774234165,0.11525606622968185,0.055169353412642466,-0.007540497187515984,-0.01056093781785636,-0.0028565509543949275,-0.0003829190380512612,-2.787511867740591e-05,-1.156910802663592e-06,-3.012302440365132e-08,-5.629913937305876e-10,-8.866986385093101e-12,-1.4061048812872726e-13,-2.71057325219439e-15,-7.639588836687539e-17,-3.491778979175102e-18,-1.0406022859960756e-19,4.976561849198173e-20,-4.530613905370973e-18,-1.5974794443904496e-16,-7.338866737941621e-15,-4.338834698307721e-13,-2.8052411329537323e-11,-1.6619094584002074e-09,-7.669690882715083e-08,objects
31,-1.6942716060931315e-07,-4.842363189358163e-06,-8.004496176214344e-05,-0.0006228342860154251,-0.0006140313041644561,0.017177712943293347,0.07773632168714814,0.10646032735136252,0.04179971178691638,-0.005101764871549849,-0.006416978255032033,-0.001634933832839899,-0.00020044990264595882,-1.3012519912275663e-05,-4.841406211240956e-07,-1.1581052527953222e-08,-2.0556221965110897e-10,-3.191402748832478e-12,-5.1872771076171744e-14,-1.0640547197905645e-15,-3.266069370822951e-17,-1.5168016495678e-18,5.793509520162014e-20,-1.4174462909339703e-19,-1.006904857902095e-17,-3.5864021209033764e-16,-1.7408909786136955e-14,-1.0610434537546318e-12,-6.839240794974826e-11,-3.911942856831843e-09,objects
32,-9.578015665390857e-09,-3.86186485103683e-07,-9.991540886338695e-06,-0.00014459641072168673,-0.0009268135627403967,-6.413924954964361e-05,0.023688821117675982,0.08389343649457161,0.0951465234596918,0.03269355562528412,-0.0030263975146701027,-0.004077194088926795,-0.0009778858960107577,-0.0001075518632028796,-6.187714984268344e-06,-2.0730527566884454e-07,-4.5946998105258636e-09,-7.816835391625451e-11,-1.2066546163215752e-12,-2.025339212205249e-14,-4.441290301913954e-16,-1.474706298019283e-17,-6.314237283161952e-19,1.0959193826837996e-19,-6.493423662428836e-19,-2.310429271936586e-17,-8.546187233427694e-16,-4.378894181966718e-14,-2.7363330897654115e-12,-1.7468284177585573e-10,objects
