tick,sensory_map_0,sensory_map_1,sensory_map_2,sensory_map_3,sensory_map_4,sensory_map_5,sensory_map_6,sensory_map_7,sensory_map_8,sensory_map_9,sensory_map_10,sensory_map_11,sensory_map_12,sensory_map_13,sensory_map_14,sensory_map_15,sensory_map_16,sensory_map_17,sensory_map_18,sensory_map_19,sensory_map_20,sensory_map_21,sensory_map_22,sensory_map_23,sensory_map_24,sensory_map_25,sensory_map_26,sensory_map_27,sensory_map_28,sensory_map_29,channel
33,-4.6395699924118813e-10,-2.4195879053381113e-08,-9.000801427854745e-07,-2.0853362966697363e-05,-0.0002612860598470308,-0.001375172800416175,0.0006447874772361036,0.029558389264074714,0.08573484371877423,0.08394256032472366,0.026455719278342192,-0.0020012485054069326,-0.002799162619023347,-0.00060894921560152,-5.9001646813192924e-05,-3.0086015079304766e-06,-9.146409479076743e-08,-1.895991317749403e-09,-3.1194073286406114e-11,-4.825972092060663e-13,-8.4194366223536e-15,-1.9800008978895522e-16,-7.035007881913654e-18,-2.298153063296041e-19,6.986184487576245e-20,-1.8633429213607857e-18,-5.4957878992705633e-17,-2.1509810870080296e-15,-1.1606449654238475e-13,-7.390884924902515e-12,objects
34,-2.072321136078974e-11,-1.2693242460162372e-09,-6.24268435336195e-08,-2.121797549337555e-06,-4.3554965374912466e-05,-0.000469045999469756,-0.0020580370473196477,0.0011281145953407575,0.03351006818697542,0.08429138584420448,0.0743069968394643,0.021395468848899,-0.0019073012904613355,-0.0020705467368574613,-0.0003911608606841945,-3.31102589388439e-05,-1.505059763148074e-06,-4.191486672769711e-08,-8.202864673814555e-10,-1.3160329553980152e-11,-2.055004948128409e-13,-3.7471452172926296e-15,-9.470119041347687e-17,-3.5542408401320836e-18,-5.975698674218035e-20,-9.408629973991676e-20,-4.736740215470431e-18,-1.357172275881184e-16,-5.680675777593122e-15,-3.2154094788070466e-13,objects
35,-9.233133293063109e-13,-5.97731616755046e-11,-3.5427068914087958e-09,-1.6282301323900554e-07,-5.006263689061318e-06,-9.020937215772036e-05,-0.0008337935512416932,-0.0031650866742134734,0.0006268624463506334,0.03471691408162167,0.08139885207375415,0.0661692939753441,0.01643563269935187,-0.002298715246523808,-0.0016065270544952284,-0.0002572216576360592,-1.9056906276704963e-05,-7.79333906549104e-07,-2.007945004039332e-08,-3.7424333584375556e-10,-5.8985556194546185e-12,-9.354339943956693e-14,-1.7911664988016017e-15,-4.87278203873003e-17,-1.9146149233931218e-18,-1.8373970039307626e-20,-4.901622942814679e-19,-1.1645437707354247e-17,-3.4782546661408307e-16,-1.5635490514254194e-14,objects
36,-4.441737499385969e-14,-2.7177466089810067e-12,-1.7528108209822587e-10,-9.965103742174376e-09,-4.240597385714501e-07,-1.168529562477884e-05,-0.0001836233956846232,-0.0014652638327057213,-0.005060774523178976,-0.0018700119728226247,0.03337675127176122,0.07868511015175547,0.058510018444509336,0.011302386016933013,-0.0027840732709184853,-0.0012761202689781665,-0.000172801094312553,-1.1303885074780947e-05,-4.2029926185774404e-07,-1.0112859723370322e-08,-1.8091890590491164e-10,-2.8196912945487118e-12,-4.5657410176888695e-14,-9.217396278228955e-16,-2.70468681149961e-17,-1.1219823520228764e-18,-7.538447150137992e-20,-1.3756696978621984e-18,-2.859694950440612e-17,-9.207746725381362e-16,objects
37,-2.500135709917839e-15,-1.2885467280225242e-13,-8.104436661672948e-12,-5.162580980234173e-10,-2.7905705244725e-08,-1.0897967342713436e-06,-2.670123747983034e-05,-0.0003647731287906045,-0.002543765946667655,-0.00834652569765438,-0.007258034009309121,0.03069204099774732,0.07663701476489516,0.05027286868212581,0.006253840929055303,-0.0031507252240076675,-0.0010255298560738842,-0.00011883891190446733,-6.94602851342889e-06,-2.372654681461921e-07,-5.376404149710667e-09,-9.296006217402947e-11,-1.4408157356752473e-12,-2.3930021103700317e-14,-5.11094428960749e-16,-1.6230559979588817e-17,-7.459171552450299e-19,-2.4848171601144297e-19,-3.340594278622286e-18,-7.10071263222679e-17,objects
38,-1.787214607564908e-16,-6.903674689445187e-15,-3.775551974634398e-13,-2.420041115037273e-11,-1.509319971485244e-09,-7.690700622305237e-08,-2.734247951465819e-06,-5.920581629331324e-05,-0.0007033340173553622,-0.0043508991974481725,-0.013826729596349509,-0.015850500528588395,0.028185797990270548,0.07452626594798477,0.041010466765444537,0.0016765208645522904,-0.003342984775729647,-0.0008323449469433388,-8.39904526860299e-05,-4.440870244693781e-06,-1.4067198852176024e-07,-3.0240536052257007e-09,-5.083821080734312e-11,-7.874700117787708e-13,-1.346678758564961e-14,-3.051743814179496e-16,-1.0545954872443082e-17,-5.969999162685122e-19,-6.083560492648535e-19,-7.736713104465766e-18,objects
39,-1.7571089888075745e-17,-4.519753763813255e-16,-1.9087029156265077e-14,-1.098262332716338e-12,-7.110342819106756e-11,-4.305364461696872e-09,-2.0522719913506697e-07,-6.600112877749985e-06,-0.00012584920725057272,-0.0013039148410061332,-0.007249052122883568,-0.022186714319406765,-0.026880491409693022,0.02693716866022904,0.07104520914979987,0.030942537717696787,-0.0021595087367770366,-0.003384905744340121,-0.0006837046300214412,-6.118203071778832e-05,-2.959838331487148e-06,-8.765068297181484e-08,-1.7988227790338348e-09,-2.955568126133085e-11,-4.594665632570273e-13,-8.116248384796449e-15,-1.9561180179696367e-16,-7.413729824870004e-18,-5.944254220930132e-19,-1.303662996378189e-18,objects
40,-2.6257620717504207e-18,-3.950470905985657e-17,-1.1387447770187069e-15,-5.219273846591559e-14,-3.1307269402709304e-12,-2.029479139146832e-10,-1.1839026690788622e-08,-5.24526971642535e-07,-1.5186168393112756e-05,-0.0002545072584595534,-0.0023080139864757594,-0.011619177846164655,-0.03368177110160589,-0.03900300271533091,0.026605503926949423,0.06501199218392945,0.020665047073861017,-0.0051860776603773195,-0.0033324117227158346,-0.0005709105255988339,-4.606030581047536e-05,-2.058869238014075e-06,-5.7387566811620814e-08,-1.1304347104916001e-09,-1.823536307372661e-11,-2.8554030901890964e-13,-5.2231643115907186e-15,-1.3412035194728992e-16,-5.631075208167103e-18,-7.152080650502546e-19,objects
41,-9.69557961683275e-19,-5.1082561728558994e-18,-8.767484867300425e-17,-2.8231317993868305e-15,-1.3912959067430408e-13,-8.619119783623573e-12,-5.549180415936978e-10,-3.098142079626647e-08,-1.2695156493527312e-06,-3.298946264688404e-05,-0.0004856286022412656,-0.0038638291466188634,-0.017642777043486754,-0.04769481361413375,-0.0508040488105644,0.02567331997144059,0.05589761248489139,0.010803645286544266,-0.0074754484350071804,-0.0032345245965789936,-0.000486214214133637,-3.586930654044028e-05,-1.4936158021633496e-06,-3.9410559225867016e-08,-7.486096846761882e-10,-1.1902770288520986e-11,-1.8830704685650824e-13,-3.5736449946820134e-15,-9.786708241436158e-17,-4.6028712016014184e-18,objects
42,-4.0300769147818296e-18,-1.3949027271677209e-18,-9.700235755819523e-18,-1.9090837033588164e-16,-6.810324395798817e-15,-3.5722954438263683e-13,-2.265198483818586e-11,-1.4380505659649072e-09,-7.643706859710686e-08,-2.8874540513803544e-06,-6.725389566808025e-05,-0.0008694778635324847,-0.006067023541149267,-0.025045704020706928,-0.06270294149008747,-0.061693686951143425,0.021819183983036543,0.04374781102770416,0.0017780075076098676,-0.009179803615896109,-0.0031293261964869044,-0.00042371171213189914,-2.8927192512898854e-05,-1.1300097271880333e-06,-2.836647440374752e-08,-5.217309324613141e-10,-8.20444961083945e-12,-1.314661827235319e-13,-2.5913742239352083e-15,-7.568871533621683e-17,objects
43,-5.594801772738864e-17,-3.502378059841898e-18,-2.1265238801098006e-18,-1.9481690766735722e-17,-4.462173823909726e-16,-1.7669053326431746e-14,-9.833788090177475e-13,-6.340283313774793e-11,-3.930589860171886e-09,-1.9647200350909115e-07,-6.744580560308956e-06,-0.00013856017224846967,-0.0015448924217406211,-0.009261029036799985,-0.033877513426718395,-0.07734026493825522,-0.06990849942468191,0.014943045114203203,0.028013855974294323,-0.0068375363344790946,-0.010212288155838523,-0.0028793614712293134,-0.00035067877134110193,-2.1981602727040456e-05,-7.987540804963929e-07,-1.89537353812848e-08,-3.3659100361914496e-10,-5.242959927340081e-12,-8.560786655796073e-14,-1.7706175851107222e-15,objects
44,-1.0815405428382856e-17,-2.057211575252837e-18,-9.591354107921608e-18,-1.7592436794951871e-16,-6.037722594409208e-15,-3.0925015141928265e-13,-1.945194847777718e-11,-1.2450276662863031e-09,-6.775003255337166e-08,-2.654190604837075e-06,-6.462454606074242e-05,-0.0008701103755950668,-0.006145928767508866,-0.024904871495268266,-0.06802776825694534,-0.10144962320037036,-0.03798085791221407,0.02094547717813983,-0.0023804836086582077,-0.014882198158555493,-0.006143148537721305,-0.0010094804778043554,-8.104469894709984e-05,-3.5917031390280803e-06,-9.881573408953778e-08,-1.923810350005535e-09,-3.0843782136598544e-11,-4.836505158742098e-13,-8.935820429161555e-15,-2.352470647962321e-16,objects
45,-1.91109512656757e-16,-9.63831672618685e-18,-2.6579722648167254e-18,-1.7273841797092525e-17,-3.6580916335546983e-16,-1.3790914633743913e-14,-7.458830249254588e-13,-4.7764088538967745e-11,-3.006096478243261e-09,-1.5569095967524013e-07,-5.634512490362824e-06,-0.00012339872873338206,-0.0014608055232136082,-0.00894588731018511,-0.03193400294370364,-0.08101202568097529,-0.11634984905658652,-0.05094235298195098,0.0050080059990745,-0.012181338505760428,-0.01699075409852127,-0.006076979802647048,-0.0009244959456119205,-6.963779868681331e-05,-2.91619807911586e-06,-7.657108605491997e-08,-1.4439558076125303e-09,-2.2853319429480036e-11,-3.61439819272971e-13,-6.886388570960386e-15,objects
46,-5.546282773337645e-15,-1.6177042654434204e-16,-8.940400711020868e-18,-3.545495532923224e-18,-3.029915403090705e-17,-7.28108836901351e-16,-2.9738354509405246e-14,-1.6806331105389846e-12,-1.0874706819147818e-10,-6.698849527289206e-09,-3.2969955116866677e-07,-1.1041404296581133e-05,-0.00021852421636314167,-0.00228664786546882,-0.012107904121364322,-0.03723081371358706,-0.08711780938938664,-0.12707467485885235,-0.07195424720681938,-0.016794540708062276,-0.02180824033447671,-0.01867291107123542,-0.006009497558929644,-0.000859825678519166,-6.137037498669727e-05,-2.4452373088379995e-06,-6.158585195204555e-08,-1.1291629530184476e-09,-1.768806654763528e-11,-2.8250068076294834e-13,objects
47,-2.2834000810123316e-13,-4.6127902459694546e-15,-1.4093936007458342e-16,-8.526014112022284e-18,-4.779976559981442e-18,-5.120273990483262e-17,-1.3697315595334895e-15,-5.979747337966226e-14,-3.4979003288661913e-12,-2.2726928770939396e-10,-1.3659047041918086e-08,-6.389714310927757e-07,-1.9880498235590978e-05,-0.00035834130820476344,-0.003346447788528234,-0.0153322030129352,-0.03918141014278793,-0.08236017490753547,-0.13111377653680845,-0.10232583931669931,-0.045719146965057196,-0.03180424107132615,-0.020027581552067603,-0.005918854745894339,-0.0008054517084593715,-5.4926642918584624e-05,-2.095759520331082e-06,-5.0885339351254214e-08,-9.104521363293581e-10,-1.414855257521321e-11,objects
48,-1.1504222152923869e-11,-1.8767260900560982e-13,-3.895373150719875e-15,-1.2441509948643743e-16,-8.253026513996045e-18,-6.41009321585378e-18,-8.248084436671285e-17,-2.4107622555649157e-15,-1.1116362772962356e-13,-6.677158664239742e-12,-4.334388145249883e-10,-2.536285362515994e-08,-1.1292346541057223e-06,-3.281950188700358e-05,-0.0005441982395258658,-0.004599550235187667,-0.018403911573553935,-0.03730995138079291,-0.06477215020104755,-0.12407626811261849,-0.13983348404636955,-0.08324358314341983,-0.0433200151421756,-0.021197578860114565,-0.005771161565101963,-0.0007508387258102422,-4.9196802653279455e-05,-1.807301374204806e-06,-4.250051857383637e-08,-7.446886279381334e-10,objects
49,-6.075955285636861e-10,-9.348768361595656e-12,-1.5422970494080624e-13,-3.2876384844163413e-15,-1.098759247238267e-16,-8.048805677692841e-18,-8.442595500056508e-18,-1.2562082472685739e-16,-3.948827178834574e-15,-1.9051923910631285e-13,-1.1676872128290035e-11,-7.542597538466295e-10,-4.2905748968383625e-08,-1.8211077690363705e-06,-4.972613322990155e-05,-0.0007667561647555863,-0.005962802729114822,-0.021236740728777737,-0.032626635564523915,-0.03614143854072905,-0.1014770895234494,-0.17744253609858882,-0.12993411266135663,-0.058195390742663715,-0.02251474103466919,-0.0055580112549023265,-0.0006893330169247849,-4.348713774250199e-05,-1.543775044548571e-06,-3.529725093067078e-08,objects
50,-2.8532409461169704e-08,-4.836205690098714e-10,-7.42561853755404e-12,-1.2407790850489485e-13,-2.723350236994486e-15,-9.592990960028256e-17,-7.868518129622524e-18,-1.080393241274638e-17,-1.8027536669865497e-16,-6.025909970666706e-15,-3.0217422537286017e-13,-1.8807437421938508e-11,-1.2048269970425916e-09,-6.651922972105756e-08,-2.694182328968555e-06,-6.94458506612983e-05,-0.0010055386914481128,-0.007309499010925437,-0.02372344814072886,-0.02681428497185836,-0.00239180291842807,-0.06357086750888148,-0.2038921630300709,-0.18188929317099425,-0.0779318077232713,-0.024486179150295995,-0.005302333811811826,-0.0006172893986214704,-3.733301963020076e-05,-1.280959587160499e-06,objects
51,-1.0138251239919898e-06,-2.197433868441498e-08,-3.6711767261901996e-10,-5.638051000999231e-12,-9.580994950922929e-14,-2.1828322295184825e-15,-8.231723337593815e-17,-7.692300023073758e-18,-1.3363333334580991e-17,-2.449198086787863e-16,-8.648219127550038e-15,-4.4886928878355124e-13,-2.8270826977947092e-11,-1.7906978022373165e-09,-9.575314706287392e-08,-3.6992421343340984e-06,-9.024850853900075e-05,-0.001235759266264277,-0.008500198303507988,-0.025628249424167696,-0.02082128928422913,0.029689983063735253,-0.0186647394919015,-0.2110608830104131,-0.2291923682444477,-0.10145033800326649,-0.02749043318332886,-0.0050659662889497034,-0.0005374839831829613,-3.073405774500733e-05,objects
52,-2.4271994607083913e-05,-7.607510186640953e-07,-1.59693672777809e-08,-2.628994395256959e-10,-4.052110195779459e-12,-7.057961524470977e-14,-1.6936318370120072e-15,-6.984588718825565e-17,-7.511412325688716e-18,-1.5960618920887574e-17,-3.175933818775691e-16,-1.1809235604279123e-14,-6.327545248315598e-13,-4.0213785895515215e-11,-2.511512302786359e-09,-1.2974561013330016e-07,-4.773225598044477e-06,-0.00011026499895066236,-0.001433754298054677,-0.009408856585220924,-0.02663701308329352,-0.01443224538295524,0.056745064808873126,0.022453648693690344,-0.20076394037378656,-0.2614751905493193,-0.12418457168347236,-0.031220595106623318,-0.0049057539326397654,-0.00045936223638408456,objects
53,-0.0003873090935455903,-1.8485562124778355e-05,-5.417832256955373e-07,-1.0927979405168432e-08,-1.7706884458892824e-10,-2.752569077718976e-12,-4.9713178211400055e-14,-1.279593805285111e-15,-5.872146761403099e-17,-7.245184102196566e-18,-1.850509052291122e-17,-3.9830008220851655e-16,-1.5578498093929637e-14,-8.600375995715354e-13,-5.501965057972943e-11,-3.3797308516895897e-09,-1.6826704949049232e-07,-5.880568265191673e-06,-0.00012842232989415903,-0.0015869263820953304,-0.009967083249847826,-0.026493137046696435,-0.006927535044968432,0.07861668631754559,0.05227216299294656,-0.1826238349482407,-0.2738045251475658,-0.13930937159835322,-0.03415517061419005,-0.004742705630532078,objects
54,-0.004360763433681164,-0.0003150285230006238,-1.3479932656690355e-05,-3.652838377506751e-07,-7.030914873298071e-09,-1.1205929198073242e-10,-1.767285096743182e-12,-3.348788326461034e-14,-9.37396992542491e-16,-4.8069664954971095e-17,-6.762551952055366e-18,-2.1068942695041648e-17,-4.912577395617403e-16,-2.0200689226154166e-14,-1.1467768615403135e-12,-7.367724187130739e-11,-4.442256674775942e-09,-2.127283786011105e-07,-7.045315963012754e-06,-0.00014503022270663329,-0.0016989178876013478,-0.010184272186301612,-0.0250636004792823,0.002393160487691251,0.096556917480696,0.0685843264177514,-0.16659980212703546,-0.26862242537281467,-0.14184907205976277,-0.03427779555036509,objects
55,-0.03075525165326325,-0.0036297695864891595,-0.00023640990228177472,-9.138759405651213e-06,-2.2892709442618375e-07,-4.200769107335736e-09,-6.598424357486243e-11,-1.0617907361081952e-12,-2.1276741233258797e-14,-6.509905431641642e-16,-3.7146896433978136e-17,-6.020417056534411e-18,-2.3923385927628182e-17,-6.060020053144865e-16,-2.6173484773404218e-14,-1.5243235317232573e-12,-9.812109065294655e-11,-5.796358261784207e-09,-2.666033936015126e-07,-8.352457753555901e-06,-0.00016157692207052554,-0.0017857421257442315,-0.010127014112620293,-0.022329736964392315,0.013952814560679634,0.11164886758569616,0.07264340393509836,-0.15751778436764538,-0.2517118191174359,-0.13162487422713062,objects
56,-0.11214578996539351,-0.024549790188067085,-0.0026668980716017155,-0.0001578154047433005,-5.563364934003771e-06,-1.296184152500356e-07,-2.277328636617194e-09,-3.5418321826037054e-11,-5.847809835938938e-13,-1.245802627178827e-14,-4.1763943383356953e-16,-2.6508858570990242e-17,-5.131901726153562e-18,-2.7389147230080714e-17,-7.54240904233844e-16,-3.41520859571013e-14,-2.0349113873877852e-12,-1.3091729124061228e-10,-7.564167551714714e-09,-3.33809785082985e-07,-9.882802226319809e-06,-0.00017925320300765473,-0.0018588536016223025,-0.009834132947183315,-0.018247701161824528,0.02785487336759559,0.12416675140460803,0.0668289308384389,-0.15464720107696175,-0.22732508899677797,objects
57,-0.19767029275754255,-0.08796412807935171,-0.017444424062800275,-0.0017149086331986,-9.198654635498168e-05,-2.9710690886526375e-06,-6.477878319243667e-08,-1.0963844568832543e-09,-1.6988732064663435e-11,-2.8969120740095477e-13,-6.6042311533741035e-15,-2.4412435590970356e-16,-1.73831671465634e-17,-4.290782513586949e-18,-3.2018679876401216e-17,-9.569559959900778e-16,-4.532544716027136e-14,-2.7553351496042166e-12,-1.767184507498539e-10,-9.966542362785451e-09,-4.2143628004975636e-07,-1.1779938063659548e-05,-0.00019995201127364574,-0.0019329295134160648,-0.009340814374495687,-0.012760933264783565,0.043946221679691325,0.13356134899308592,0.052833352175581966,-0.15518793056967728,objects
58,-0.15526326061211757,-0.16417051972596125,-0.06345912587498627,-0.01107189916099354,-0.0009682526365910362,-4.6807521860551586e-05,-1.3871938888994451e-06,-2.843910137979758e-08,-4.665607159070455e-10,-7.254640867172162e-12,-1.2881408963833301e-13,-3.1726666650970805e-15,-1.307890119214206e-16,-1.0603130702135318e-17,-3.659863048323309e-18,-3.860189695242725e-17,-1.2479461266385895e-15,-6.168608644960005e-14,-3.81545435531887e-12,-2.4329098134906827e-10,-1.3360048992439072e-08,-5.402519331591519e-07,-1.423785434581165e-05,-0.0002256879031997545,-0.0020172965630460013,-0.0086280585836813,-0.0057188820345332346,0.061798031436053925,0.1387040163288558,0.03226730271177249,objects
59,0.007034864840422252,-0.15129414304990502,-0.12893536833734653,-0.042044318891904436,-0.00631550561263555,-0.00048539482930262803,-2.106754985232737e-05,-5.73831461497458e-07,-1.111350542759651e-08,-1.7787641756474692e-10,-2.797641570753764e-12,-5.2227534148900927e-14,-1.4062982300996684e-15,-6.555867693404569e-17,-6.154069266514749e-18,-3.335345768464686e-18,-4.8543794918428735e-17,-1.6910121772681639e-15,-8.70496482327324e-14,-5.463987890216751e-12,-3.4534158031812216e-10,-1.8406657465131683e-08,-7.097524923917284e-07,-1.759440415526744e-05,-0.0002596047743510274,-0.0021211208449836553,-0.0076334364822867335,0.0030855406579091147,0.08064244445462049,0.13811110831156764,objects
60,0.13034540085032323,-0.019923685601367036,-0.14057029270204854,-0.0947219330933401,-0.02554416852262442,-0.003262735217618213,-0.00021932427475209381,-8.55035345690276e-06,-2.1479497784084856e-07,-3.951267868627842e-09,-6.213143944391846e-11,-9.969497007513495e-13,-1.9774431119903422e-14,-5.896393927034562e-16,-3.151177074191437e-17,-3.4822018265761326e-18,-3.3628371853878736e-18,-6.410610113080279e-17,-2.396934072861314e-15,-1.2822991163020464e-13,-8.145469430230793e-12,-5.085587691064037e-10,-2.6210780154958634e-08,-9.602293160044823e-07,-2.231799015188299e-05,-0.00030504598946497647,-0.0022406910115499823,-0.0061938840731487295,0.013936869714709456,0.09929360693157868,objects
61,0.11605810270488513,0.11453808609389945,-0.04470007487705276,-0.1224286940991941,-0.06449935811948762,-0.014237834920201982,-0.001542239941493782,-9.090384881849063e-05,-3.197593253047001e-06,-7.447554623083141e-08,-1.3093073191730396e-09,-2.0376987058591058e-11,-3.365650885855026e-13,-7.170043962562125e-15,-2.397880234928667e-16,-1.4846307391987648e-17,-1.967242558388485e-18,-3.808787283907707e-18,-8.938802251087176e-17,-3.574247808517694e-15,-1.9826051108277496e-13,-1.2706349759498984e-11,-7.806790421447209e-10,-3.87407000116523e-08,-1.342738972628827e-06,-2.914095399799573e-05,-0.000366354402961788,-0.002359686940317152,-0.004055797674222383,0.027058921960652977,objects
62,0.04242934423356173,0.12872950759116944,0.0910812322078137,-0.06306946108860916,-0.09873921555461451,-0.04052709503142077,-0.00732486567137759,-0.0006775994740531099,-3.532182794371808e-05,-1.1288565800928604e-06,-2.4522591564955527e-08,-4.146707195236178e-10,-6.436393122645316e-12,-1.1042709028989636e-13,-2.5536805128947835e-15,-9.686942340816084e-17,-6.974654241147093e-18,-1.1467109881753252e-18,-4.84098928898547e-18,-1.3237798981574057e-16,-5.640824219399198e-15,-3.2357481698276064e-13,-2.085018013788409e-11,-1.2552286000858611e-09,-5.969145169066158e-08,-1.9481397687319697e-06,-3.927958727204777e-05,-0.00044958118190108697,-0.002443965803314776,-0.0008810877396113737,objects
63,0.0037482569009630656,0.05957583704600636,0.1348477792840422,0.0622385577058965,-0.07179112935424502,-0.07316071861310744,-0.02351609534908279,-0.0035198257102171766,-0.00028226116240369364,-1.3158825186138084e-05,-3.846889774349713e-07,-7.837560823772009e-09,-1.2829746768326722e-10,-2.001724204527714e-12,-3.600058578669301e-14,-9.12900389951493e-16,-3.961002585687493e-17,-3.2910506645900713e-18,-7.36461368366278e-19,-6.8331419310492e-18,-2.0913304567360685e-16,-9.463390036386916e-15,-5.596426469895951e-13,-3.611348062446639e-11,-2.1202252447256383e-09,-9.612952915753509e-08,-2.9393925413115905e-06,-5.472199993708051e-05,-0.0005621168657084734,-0.0024255642687463115,objects
64,-0.0021906157574175193,0.0102490108904426,0.07731482969816024,0.1323339993366752,0.032195628370573104,-0.07014737356706266,-0.04978048717936962,-0.012737145340470216,-0.0016144023682380434,-0.0001143625172401384,-4.81448221505382e-06,-1.2938301311601726e-07,-2.484618073689253e-09,-3.9636099243584536e-11,-6.267251761212674e-13,-1.1923397846945897e-14,-3.3450611387176807e-16,-1.6653950209471007e-17,-1.5557736256306019e-18,-5.965009227725889e-19,-1.0601279911389265e-17,-3.53976253989752e-16,-1.6948475538011445e-14,-1.02952912057413e-12,-6.623106390036865e-11,-3.772515152124964e-09,-1.6220521641399178e-07,-4.621681615446699e-06,-7.883420233464486e-05,-0.0007127751859313552,objects
65,-0.000908211199571425,-0.0015527999248179294,0.01893920181293817,0.09368628924169484,0.12039680669608971,0.0060002052128077755,-0.0602037571515408,-0.031214032930307327,-0.006537781226568089,-0.0007220856066577324,-4.5905522390044696e-05,-1.753670432581252e-06,-4.3447579269064305e-08,-7.903411961338347e-10,-1.2376200371145978e-11,-2.0004788411139215e-13,-4.062484882550715e-15,-1.2700721700702265e-16,-7.220687492114367e-18,-7.198229060950797e-19,-6.928982061361078e-19,-1.7892032047171253e-17,-6.426594334872575e-16,-3.2437211446462104e-14,-2.015362068601954e-12,-1.2860724678472317e-10,-7.068397011148797e-09,-2.866361498132169e-07,-7.565669444197049e-06,-0.00011710012225079423,objects
